id,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
1063,Made4U - Glória      NEW!!!,Apartment,Portugal,PRT,41.15772,-8.61302,,4,45,2,15,3,30,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Handheld shower head']",104,1,2,Entire home/apt,10-02-2019 05:00,119,97,8,João,24404975,FALSE
1064,Apt on Johnston - Holiday Room,Apartment,Hong Kong,CHN,22.27735,114.17511,Wan Chai District,2,361,1,0,2,1125,moderate,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad']",315,1,1,Private room,27-02-2019 05:00,83,87,4,Apartments,99971507,FALSE
1065,Walk to beach - Cottage close to Waikiki,House,United States of America,USA,21.27219,-157.81261,Diamond Head/Kapahulu/St. Louis Heights,8,319,6,25,1,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Garden or backyard', 'Beach essentials', 'Other']",365,3,5,Entire home/apt,19-02-2019 05:00,65,87,1,Marylu,8434637,TRUE
1066,Sydney beachside apt,Apartment,Australia,AUS,-33.96629,151.25151,Malabar,5,171,2,29,3,60,moderate,"['TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Smart lock', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Flat path to front door', 'Step-free access', 'Step-free access', 'Waterfront', 'Beachfront']",260,2,3,Entire home/apt,03-03-2019 05:00,144,98,1,Bernadette,4903605,FALSE
1067,Habitación doble en el centro,Apartment,Spain,ESP,41.39574,2.17652,Eixample,2,30,1,5,2,60,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Long term stays allowed', 'Cleaning before checkout', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Accessible-height bed', 'Other']",0,1,1,Private room,30-08-2018 04:00,2,100,1,Hanna,41730645,FALSE
1068,Cozy In The Heart Of The Plateau,Apartment,Canada,CA,45.51895,-73.56963,Le Plateau,2,68,2,25,2,40,strict_14_with_grace_period,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Smart lock', 'Bathtub', 'Hot water', 'Bed linens', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed']",0,1,1,Private room,22-07-2018 04:00,112,94,1,Collin,1648849,TRUE
1069,Nice apartment for design lovers. Great terrace.,Apartment,Spain,ESP,41.39696,2.15555,Vila de Gràcia,4,101,2,15,32,364,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49']",283,2,3,Entire home/apt,11-06-2018 04:00,2,100,7,"Bernat Family Office, S.L.",102828622,FALSE
1070,Private Room With Patio In Queens,Apartment,United States of America,USA,40.73732,-73.90168,Maspeth,2,48,2,0,20,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",344,1,1,Private room,20-01-2019 05:00,32,80,4,Macit,8452695,FALSE
1071,A lovely unique space in the heart of Brooklyn,Apartment,United States of America,USA,40.67638,-73.91578,Brooklyn,2,42,1,5,4,20,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Window guards', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Fixed grab bars for shower']",363,1,1,Private room,21-05-2018 04:00,13,100,1,Segun,6181203,TRUE
1072,Bright 1 Room Appt near Manly Beach,Apartment,Australia,AUS,-33.79309,151.28247,Manly,2,350,1,0,3,7,moderate,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'BBQ grill', 'Garden or backyard']",0,1,1,Entire home/apt,02-01-2018 05:00,2,90,1,Justin,6250315,TRUE
1073,Apart-Hotel moderno e espaçoso com serviços,Aparthotel,Brazil,BRA,-22.95364609,-43.18875677,Botafogo,2,351,1,0,3,365,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Washer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed']",363,1,1,Private room,21-02-2016 05:00,3,93,1,Felipe,8469545,TRUE
1074,Bushwick Chill Spot (Luxury Rental),Apartment,United States of America,USA,40.69912,-73.93508,Bushwick,2,65,1,0,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Bathtub', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide clearance to shower', 'toilet', 'Wide entryway', 'Host greets you']",179,1,1,Private room,17-02-2019 05:00,62,98,1,Jed,65092392,TRUE
1075,Light Drenched and Private Cabin,Cabin,Australia,AUS,-33.89618,151.1561,Petersham,2,109,1,0,2,1125,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox']",149,0,1,Entire home/apt,02-03-2019 05:00,80,99,1,Steven,93259763,FALSE
1076,"Modern, Quiet Semi stroll to Manly Beach",House,Australia,AUS,-33.79106,151.27912,Manly,4,280,1,0,4,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Self check-in', 'Keypad', 'Bathtub', 'Changing table', 'High chair', 'Children’s books and toys', 'Crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard']",0,2,2,Entire home/apt,03-01-2019 05:00,4,95,1,Lauren,85391052,FALSE
1077,Appart. Zen au coeur de Montréal,Apartment,Canada,CA,45.51836,-73.55957,Gay Village,4,101,1,0,31,1125,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",44,2,2,Entire home/apt,13-10-2018 04:00,35,96,1,Barbara,8438709,TRUE
1078,Bright and quiet room with private bathroom,Apartment,United States of America,USA,40.71542,-73.99045,Manhattan,2,127,1,0,6,60,strict_14_with_grace_period,"['Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",189,1,1,Private room,01-03-2019 05:00,100,91,2,Nora,10191995,TRUE
1079,Casa de Relaxo ..Pakalolo vibes,House,United States of America,USA,19.72866,-155.98373,Island of Hawaiʻi,2,100,1,0,1,14,flexible,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'Hot water', 'Luggage dropoff allowed', 'Other']",117,1,1,Private room,29-03-2018 04:00,40,99,1,Stephen V,103157830,FALSE
1080,"Unique Design, Awesome view , Prime Location",Apartment,United States of America,USA,21.2855,-157.83398,Honolulu,4,50,1,0,1,999,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Iron', 'Self check-in', 'Lockbox', 'Hot water', 'Long term stays allowed', 'Paid parking on premises']",0,0,2,Entire home/apt,18-02-2019 05:00,86,84,3,Max,49763691,TRUE
1081,Hale Honulei,House,United States of America,USA,21.31369,-158.00071,Leeward Side,5,175,4,25,3,14,moderate,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Lockbox', 'Hot water']",198,2,3,Entire home/apt,26-02-2019 05:00,95,98,4,Michele,19470558,TRUE
1084,Spacious modern studio with amazing views,Apartment,Australia,AUS,-33.91078,151.22424,Kensington,2,100,1,0,2,120,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",0,0,1,Entire home/apt,01-01-2019 05:00,47,96,2,Oliver,51023335,TRUE
1085,Luxurious 4 to 5 Room The Rocks Large House Sydney,Townhouse,Australia,AUS,-33.86119,151.20532,Central Business District,8,380,4,50,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Private entrance', 'Bathtub', 'High chair', 'Fireplace guards', 'Crib', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Wide entryway']",261,4,5,Entire home/apt,29-12-2018 05:00,31,91,7,Suzanna,3882146,TRUE
1086,What a place in Barcelona in the center,Apartment,Spain,ESP,41.38052,2.17934,El Gòtic,4,43,3,7,31,360,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",249,1,2,Entire home/apt,23-02-2019 05:00,15,95,1,Marcella Y Fabrizio,99205320,TRUE
1087,"LAPA, FOR LEISURE OR BUSINESS",Apartment,Brazil,BRA,-22.91465474,-43.18801158,Lapa,2,90,2,0,2,1125,flexible,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Buzzer/wireless intercom', 'Essentials', '24-hour check-in', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",343,1,2,Entire home/apt,30-11-2018 05:00,41,96,4,Alexandre,8368066,FALSE
1088,"Anthurium Alii Gardens Rainforest, Volcano",Cottage,United States of America,USA,19.42905,-155.22552,Island of Hawaiʻi,6,175,2,15,1,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Essentials', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard']",350,3,3,Entire home/apt,19-02-2019 05:00,45,94,1,Roxane,103493907,FALSE
1091,Breathtaking view a walk away from sydney CBD,Apartment,Australia,AUS,-33.8771,151.22814,Darlinghurst,1,119,1,10,2,16,moderate,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Host greets you']",0,1,1,Private room,30-09-2018 04:00,43,96,1,Terry,97844752,TRUE
1092,"Deniz, orman ve şehir manzaralı.",House,Turkey,TUR,40.88288,29.06121,,3,527,1,0,10,90,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Family/kid friendly', 'Washer', 'Essentials', 'Self check-in', 'Lockbox', 'Hot water']",364,1,2,Entire home/apt,08-08-2018 04:00,2,100,1,Celal,10673042,FALSE
1093,5 STARS DOWNTOWN with PARKING ( 2BDR )BELL Center,Serviced apartment,Canada,CA,45.49533,-73.5699,Downtown Montreal,4,189,4,50,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Paid parking off premises', 'Gym', 'Elevator', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'EV charger', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Paid parking on premises']",0,2,3,Entire home/apt,29-08-2018 04:00,86,96,7,Elissa,25459618,TRUE
1094,HM - Bonjardim Studio Downtown,Apartment,Portugal,PRT,41.15101,-8.60825,,2,55,1,0,2,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Buzzer/wireless intercom', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",301,0,1,Entire home/apt,08-10-2018 04:00,2,100,32,Home Me,47191303,FALSE
1095,Appartement en bord de mer,Apartment,Portugal,PRT,41.37261,-8.76167,,6,33,3,4,2,1000,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Bathtub', 'High chair', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you', 'Waterfront', 'Beachfront']",325,2,3,Entire home/apt,20-10-2018 04:00,32,86,1,Fl_immo,103855279,FALSE
1096,Coconut Beach. Kapaa Condo 1BD 1BA Full Kitchen,Condominium,United States of America,USA,22.05558,-159.32462,Kauaʻi,4,129,4,25,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Beach essentials', 'Long term stays allowed', 'Disabled parking spot', 'Step-free access', 'Step-free access']",64,1,2,Entire home/apt,16-02-2019 05:00,48,94,1,Pete & Judi,75440219,TRUE
1097,Huge kid-friendly Brooklyn home with parking/patio,House,United States of America,USA,40.69092,-73.92866,Bedford-Stuyvesant,4,150,2,25,10,1125,flexible,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Baby monitor', 'Outlet covers', 'Bathtub', 'Changing table', 'High chair', 'Stair gates', 'Children’s books and toys', 'Crib', 'Children’s dinnerware', 'Game console', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard']",0,2,3,Entire home/apt,07-06-2017 04:00,3,100,2,Erin & Marla,200060,TRUE
1098,The Lux MTL Condo steps away from everything!,Condominium,Canada,CA,45.49243,-73.57005,Downtown Montreal,4,82,2,40,2,365,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",65,2,2,Entire home/apt,04-03-2019 05:00,119,97,1,Nicky,104027251,FALSE
1099,Ocean View Home for Vacations and Executive Stays,House,United States of America,USA,21.34049,-157.84952,Liliha/Kapalama,5,135,5,15,4,9,flexible,"['Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",0,3,3,Entire home/apt,31-12-2018 05:00,7,97,1,Deanna,82029929,FALSE
1101,Sagrada Familia Gaudi,Apartment,Spain,ESP,41.40775,2.17784,Eixample,4,60,2,10,3,365,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Pack ’n Play/travel crib', 'Hot water', 'Host greets you', 'Paid parking on premises']",294,1,2,Entire home/apt,19-02-2019 05:00,88,82,1,Maria Del Mar,104095728,FALSE
1102,Entire garden sanctuary terrace : heart of Newtown,Townhouse,Australia,AUS,-33.90135,151.17563,Newtown/Enmore,6,181,1,0,2,24,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Pets live on this property', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Cleaning before checkout', 'Step-free access']",30,2,4,Entire home/apt,02-03-2019 05:00,34,94,2,Kassandra,104192608,TRUE
1103,Kuulai Hale Private Cottage,Cottage,United States of America,USA,19.57833,-155.04581,Island of Hawaiʻi,7,84,1,12,1,365,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",352,2,4,Entire home/apt,12-02-2019 05:00,35,90,2,Linda,767016,TRUE
